Model,Brand,Total Annual Energy Consumption (kWh/year),Appliance Type
IT-30FI,Sub-Zero,606,Freezer
DET3050FI/*,Sub-Zero,606,Freezer
CFDFB5303*****,Brigade,620,Freezer
CVCFB5303*****,Viking,620,Freezer
CVCFB5303*****,Brigade,620,Freezer
FDFB5303*****,Viking,620,Freezer
CFDFB5303*****,Viking,620,Freezer
VCFB5303*****,Viking,620,Freezer
MP30FA2**,Marvel,620,Freezer
DEC3650FI/*,Sub-Zero,621,Freezer
MVFI7300****,Viking,626,Freezer
CVFI7300****,Viking,626,Freezer
FFI7300****,Viking,626,Freezer
VFI7300****,Viking,626,Freezer
CMVFI7300****,Viking,626,Freezer
CFFI7300****,Viking,626,Freezer
IC-36FI,Sub-Zero,631,Freezer
CL3650F/S/*/*,Sub-Zero,640,Freezer
ZIF361NBR****,Monogram,649,Freezer
ZIF361NPR****,Monogram,649,Freezer
VCFB5363*****,Viking,678,Freezer
CVCFB5363*****,Viking,678,Freezer
CFDFB5363*****,Brigade,678,Freezer
CFDFB5363*****,Viking,678,Freezer
CVCFB5363*****,Brigade,678,Freezer
MP36FA2**,Marvel,678,Freezer
FDFB5363*****,Viking,678,Freezer
CL3650F/O/*,Sub-Zero,702,Freezer
ZIFS360NN***,Monogram,724,Freezer
ZIF360NN***,Monogram,724,Freezer
BI-36F/*/**,Sub-Zero,738,Freezer
CM-0674W,Impecca,0.016,Microwave Oven
CM-0674K,Impecca,0.016,Microwave Oven
MM07V1B,Avanti,0.03,Microwave Oven
MM07V0W,Avanti,0.03,Microwave Oven
SCM1000SS,Summit,0.138,Microwave Oven
RCMW1000-25SS,Royal Sovereign,0.138,Microwave Oven
RCMW25-1000SS,Royal Sovereign,0.138,Microwave Oven
KOR-1NEX,Daewoo,0.3,Microwave Oven
CFCM1145UB,Frigidaire,0.3,Microwave Oven
KOR-1NIX,Daewoo,0.3,Microwave Oven
CFCM1145US,Frigidaire,0.3,Microwave Oven
CFCM1145UD,Frigidaire,0.3,Microwave Oven
CFCM1145UW,Frigidaire,0.3,Microwave Oven
WBMW92B,West Bend,0.31,Microwave Oven
WBMW92S,West Bend,0.31,Microwave Oven
MT09V3S,Avanti,0.31,Microwave Oven
MT09V0W,Avanti,0.31,Microwave Oven
MT09V1B,Avanti,0.31,Microwave Oven
WBMW92W,West Bend,0.31,Microwave Oven
NS-MWR07R2,Insignia,0.32,Microwave Oven
NS-MWR07M2,Insignia,0.32,Microwave Oven
M7240,Miele,0.33,Microwave Oven
M7240TCAM,Miele,0.33,Microwave Oven
MT112K1B,Avanti,0.334,Microwave Oven
MT112K0W,Avanti,0.334,Microwave Oven
MT112K3S,Avanti,0.334,Microwave Oven
MO1108SST,Avanti,0.334,Microwave Oven
DK191CA,CNIB,0.37,Microwave Oven
YWMC30311LB**,Whirlpool,0.376,Microwave Oven
NNSU65LS,Panasonic,0.39,Microwave Oven
NNSU65LB,Panasonic,0.39,Microwave Oven
NNSD68LS,Panasonic,0.39,Microwave Oven
NNSD66LS,Panasonic,0.39,Microwave Oven
NNSU65LW,Panasonic,0.39,Microwave Oven
MM07K1B,Avanti,0.4,Microwave Oven
MM07K0W,Avanti,0.4,Microwave Oven
CM-0772W,Impecca,0.403,Microwave Oven
CM-0772K,Impecca,0.403,Microwave Oven
RMW733-B-WHITE,RCA,0.403,Microwave Oven
RMW733-B-BLACK,RCA,0.403,Microwave Oven
VSCMWP09S2B-09,Vissani,0.404,Microwave Oven
MT91K1B,Avanti,0.404,Microwave Oven
MT91K0W,Avanti,0.404,Microwave Oven
GLCMWP09BK-09,Galanz,0.404,Microwave Oven
043-7016-0,Vida,0.404,Microwave Oven
MT91K3S,Avanti,0.404,Microwave Oven
RMW25-900SS,Royal Sovereign,0.404,Microwave Oven
RMW25-900W,Royal Sovereign,0.404,Microwave Oven
RMW25-900B,Royal Sovereign,0.404,Microwave Oven
PEB3228RMSS,GE Profile,0.408,Microwave Oven
PEB3228RMSS,GE Profile,0.408,Microwave Oven
JVM2185SMSS,GE,0.408,Microwave Oven
DVM2185SMSS,GE,0.408,Microwave Oven
DVM2185SMSS,GE,0.408,Microwave Oven
JVM2185SMSS,GE,0.408,Microwave Oven
GLCMKZ07WER07,Galanz,0.412,Microwave Oven
HBCMV207WE-07,Hamilton Beach,0.412,Microwave Oven
HBCMV207BK-07,Hamilton Beach,0.412,Microwave Oven
PS-P70T20AL-V1B,Proctor Silex,0.412,Microwave Oven
PS-P70T20AL-V1W,Proctor Silex,0.412,Microwave Oven
MT71K1B,Avanti,0.412,Microwave Oven
PS-P70T20AL-V1W,Proctor Silex,0.412,Microwave Oven
RMW729,RCA,0.412,Microwave Oven
GLCMKZ07RDR07,Galanz,0.412,Microwave Oven
MT71K3S,Avanti,0.412,Microwave Oven
MT71K0W,Avanti,0.412,Microwave Oven
PS-P70T20AL-V1B,Proctor Silex,0.412,Microwave Oven
MG14*3020CM,Samsung,0.426,Microwave Oven
MS11*5023AS,Samsung,0.426,Microwave Oven
MS11*5023**,Samsung,0.426,Microwave Oven
MG14*3020**,Samsung,0.426,Microwave Oven
NS-MW12SS6-C,Insignia,0.43,Microwave Oven
ML-EM25P(**)/CA,Toshiba,0.43,Microwave Oven
CFCE1665UD,Frigidaire,0.43,Microwave Oven
CFCE1665US,Frigidaire,0.43,Microwave Oven
KOR-16IS,Daewoo,0.43,Microwave Oven
KMCS522PPS**,KitchenAid,0.44,Microwave Oven
WBMW71W,West Bend,0.45,Microwave Oven
WBMW71B,West Bend,0.45,Microwave Oven
WBMW71S,West Bend,0.45,Microwave Oven
MMC07B11AWWC,Midea,0.45,Microwave Oven
MMC07B11ABBC,Midea,0.45,Microwave Oven
NS-MW07SS1-C,Insignia,0.45,Microwave Oven
FMOS184LBF,Frigidaire,0.45,Microwave Oven
MT7V1B,Avanti,0.45,Microwave Oven
MT7V3S,Avanti,0.45,Microwave Oven
FMOS1846BS,Frigidaire,0.45,Microwave Oven
FMOS1846BW,Frigidaire,0.45,Microwave Oven
FMOS1846BD,Frigidaire,0.45,Microwave Oven
FMOS1846BB,Frigidaire,0.45,Microwave Oven
MT7V0W,Avanti,0.45,Microwave Oven
NNSB55LS,Panasonic,0.46,Microwave Oven
M2241SC,Miele,0.46,Microwave Oven
M2241,Miele,0.46,Microwave Oven
CM-0774K,Impecca,0.476,Microwave Oven
CM-0774ST,Impecca,0.476,Microwave Oven
CM-0774W,Impecca,0.476,Microwave Oven
YWMC30309LS**,Whirlpool,0.48,Microwave Oven
NN-S#6###,Panasonic,0.48,Microwave Oven
NNCS89LB,Panasonic,0.49,Microwave Oven
WKMWW2591,Westinghouse,0.49,Microwave Oven
CHM770SS,Commercial Chef,0.5,Microwave Oven
YWMCS7022PZ**,Whirlpool,0.5,Microwave Oven
CHM990W,Commercial Chef,0.5,Microwave Oven
CHM990B,Commercial Chef,0.5,Microwave Oven
YWMCS7022PB**,Whirlpool,0.5,Microwave Oven
YKMCS122PPS**,KitchenAid,0.5,Microwave Oven
NN-SU65LS,Panasonic,0.5,Microwave Oven
NN-SU65LB,Panasonic,0.5,Microwave Oven
NN-SD68LS,Panasonic,0.5,Microwave Oven
NN-SD66LS,Panasonic,0.5,Microwave Oven
NN-SU65LW,Panasonic,0.5,Microwave Oven
ME21*706(+U),Samsung,0.506,Microwave Oven
ME21*706***,Samsung,0.506,Microwave Oven
043-7000-6,Master Chef,0.506,Microwave Oven
043-7001-4,Master Chef,0.506,Microwave Oven
MO1450TW,Avanti,0.508,Microwave Oven
SM1102WH,Summit,0.508,Microwave Oven
OTRSS301,Summit,0.509,Microwave Oven
043-7017-8,Vida,0.518,Microwave Oven
RMW1134,RCA,0.518,Microwave Oven
RMW1132-WHITE,RCA,0.518,Microwave Oven
RMW1132-BLACK,RCA,0.518,Microwave Oven
RMW1132-RED,RCA,0.518,Microwave Oven
RMW1178-B,RCA,0.518,Microwave Oven
EMW1120,Frigidaire,0.518,Microwave Oven
MT113K1B,Avanti,0.518,Microwave Oven
MT113K3S,Avanti,0.518,Microwave Oven
RMW30-1000B,Royal Sovereign,0.518,Microwave Oven
RMW30-1000W,Royal Sovereign,0.518,Microwave Oven
RMW30-1000SS,Royal Sovereign,0.518,Microwave Oven
MT113K0W,Avanti,0.518,Microwave Oven
MG11*5018**,Samsung,0.52,Microwave Oven
MS11*5018**,Samsung,0.52,Microwave Oven
MS14K6000**,Samsung,0.52,Microwave Oven
MS19M8000**,Samsung,0.52,Microwave Oven
MS14K6000(+U),Samsung,0.52,Microwave Oven
MS19M8000(+U),Samsung,0.52,Microwave Oven
MS19M8020(+U),Samsung,0.52,Microwave Oven
MS11*5018(+U),Samsung,0.52,Microwave Oven
MG11*5018(+U),Samsung,0.52,Microwave Oven
MS19M8020**,Samsung,0.52,Microwave Oven
GSWWD09S1A09A,Galanz,0.53,Microwave Oven
MW971-GB,Ginny's,0.531,Microwave Oven
NS-OTR17WH3-C,Insignia,0.533,Microwave Oven
NS-OTR17SS3-C,Insignia,0.533,Microwave Oven
NNSU64LB,Panasonic,0.54,Microwave Oven
NNSG448S,Panasonic,0.54,Microwave Oven
NNSD67NS,Panasonic,0.54,Microwave Oven
NNSG65NB,Panasonic,0.54,Microwave Oven
NNSU64LW,Panasonic,0.54,Microwave Oven
NNSG458S,Panasonic,0.54,Microwave Oven
GMW09AB,Furrion,0.544,Microwave Oven
RMW1219-MW,Montgomery Ward,0.545,Microwave Oven
RMW1220_AMZ,RCA,0.545,Microwave Oven
RMW1220,RCA,0.545,Microwave Oven
CM-1295ST,Impecca,0.545,Microwave Oven
MHOTR241W,Summit,0.558,Microwave Oven
"MHOTR242B,",Summit,0.558,Microwave Oven
SMO1461GS,Sharp,0.558,Microwave Oven
KOTR24MXE,Bertazzoni,0.558,Microwave Oven
MOTR14K3S-IS,Avanti,0.558,Microwave Oven
MHOTR243SS,Summit,0.558,Microwave Oven
WKMWW2527,Westinghouse,0.56,Microwave Oven
VSCML3S2AW-10,Vissani,0.56,Microwave Oven
MC11*7033CT,Samsung,0.56,Microwave Oven
LMV1751S#,LG,0.57,Microwave Oven
MOTR13D3S,Avanti,0.57,Microwave Oven
NNSG158S,Panasonic,0.57,Microwave Oven
NNSG138S,Panasonic,0.57,Microwave Oven
SMD2499FS,Sharp,0.59,Microwave Oven
SMD2499FSC,Sharp,0.59,Microwave Oven
VMODC5240SS,Viking,0.59,Microwave Oven
JEB2167RMSS,GE,0.594,Microwave Oven
JEB2167RMSS,GE,0.594,Microwave Oven
HVO170WF,Vissani,0.598,Microwave Oven
MCO170ST,Magic Chef,0.598,Microwave Oven
MCO170W,Magic Chef,0.598,Microwave Oven
MCO170B,Magic Chef,0.598,Microwave Oven
HVO170STF,Vissani,0.598,Microwave Oven
CHM770B,Commercial Chef,0.6,Microwave Oven
CHM770W,Commercial Chef,0.6,Microwave Oven
MVEL2033#,LG,0.6,Microwave Oven
MVEL2125#,LG,0.6,Microwave Oven
ME11*7510**,Samsung,0.6,Microwave Oven
ME11*7710**,Samsung,0.6,Microwave Oven
ML-EM31P(**)/CA,Toshiba,0.6,Microwave Oven
ME11*7510##,Samsung,0.6,Microwave Oven
ME11*7710##,Samsung,0.6,Microwave Oven
MVEL2137#,LG,0.6,Microwave Oven
GLCMKA07BKR-07,Galanz,0.608,Microwave Oven
NN-GT69KS,Panasonic,0.61,Microwave Oven
NNST67KS,Panasonic,0.61,Microwave Oven
NN-ST69KS,Panasonic,0.61,Microwave Oven
ME19*7041**,Samsung,0.618,Microwave Oven
ME17*703(+U),Samsung,0.618,Microwave Oven
ME18*704***,Samsung,0.618,Microwave Oven
ME17*703***,Samsung,0.618,Microwave Oven
ME19*7041(+U),Samsung,0.618,Microwave Oven
ME18*704(+U),Samsung,0.618,Microwave Oven
NN-DS59NB,Panasonic,0.63,Microwave Oven
GEWWD13S5SV11,Galanz,0.64,Microwave Oven
NNSD786S,Panasonic,0.64,Microwave Oven
NNSE796S,Panasonic,0.64,Microwave Oven
NNST765S,Panasonic,0.64,Microwave Oven
NNSE795S,Panasonic,0.64,Microwave Oven
NN-SD765S,Panasonic,0.64,Microwave Oven
NN-ST775S,Panasonic,0.64,Microwave Oven
NN-ST785S,Panasonic,0.64,Microwave Oven
VSCMWE11S2SW-10,Vissani,0.64,Microwave Oven
GLCMWT16S1SB11,Galanz,0.646,Microwave Oven
P11043ALH-WX,Livingbasics,0.646,Microwave Oven
VSCMWE16S2SW-11,Vissani,0.65,Microwave Oven
NNSD382S,Panasonic,0.65,Microwave Oven
OM-1600W,Impecca,0.66,Microwave Oven
043-7041-8,Vida,0.66,Microwave Oven
OM-1600ST,Impecca,0.66,Microwave Oven
OM-1600K,Impecca,0.66,Microwave Oven
NS-OTR16WH9,Insignia,0.66,Microwave Oven
NS-OTR16SS9,Insignia,0.66,Microwave Oven
NS-OTR16SS9,Insignia,0.66,Microwave Oven
NS-OTR16WH9,Insignia,0.66,Microwave Oven
SM901WH,Summit,0.662,Microwave Oven
SM902BL,Summit,0.662,Microwave Oven
DMW07A2BSSDD,Danby Designer,0.662,Microwave Oven
DMW799W,Danby Designer,0.662,Microwave Oven
MT81K1BH,Avanti,0.662,Microwave Oven
SMM-7A1,Snackmate,0.662,Microwave Oven
MT9K0W,Avanti,0.67,Microwave Oven
MT9K1B,Avanti,0.67,Microwave Oven
MT9K3S,Avanti,0.67,Microwave Oven
SCM853,Summit,0.671,Microwave Oven
DMW09A2WDB,Danby,0.671,Microwave Oven
CM-1100W,Impecca,0.673,Microwave Oven
CM-1100ST,Impecca,0.673,Microwave Oven
043-7040-0,Vida,0.673,Microwave Oven
CM-1100K,Impecca,0.673,Microwave Oven
P100N30AL-WBW,Hamilton Beach,0.673,Microwave Oven
P100N30AL-WBB,Hamilton Beach,0.673,Microwave Oven
EM031MC1,Hamilton Beach,0.673,Microwave Oven
043-2360-8,Master Chef,0.673,Microwave Oven
P100N30AL-WBB,Hamilton Beach,0.673,Microwave Oven
NNSG656S,Panasonic,0.674,Microwave Oven
NNSG676B,Panasonic,0.674,Microwave Oven
NNSG636S,Panasonic,0.674,Microwave Oven
NNSG676W,Panasonic,0.674,Microwave Oven
NNSG616B,Panasonic,0.674,Microwave Oven
NNSG626B,Panasonic,0.674,Microwave Oven
NNSG626S,Panasonic,0.674,Microwave Oven
OTR24,Summit,0.674,Microwave Oven
NNSG656W,Panasonic,0.674,Microwave Oven
NNSG636W,Panasonic,0.674,Microwave Oven
NNSG626W,Panasonic,0.674,Microwave Oven
F4OTR30S1,Fulgor,0.675,Microwave Oven
KOT-1J*U,Daewoo,0.675,Microwave Oven
KOTR30MXE,Bertazzoni,0.675,Microwave Oven
VMOH330SS,Viking,0.675,Microwave Oven
BOTR30102SS,Blomberg,0.675,Microwave Oven
KOT-1H*U,Daewoo,0.675,Microwave Oven
MWOTR30102SS,Beko,0.675,Microwave Oven
MOH30SS1,Fisher & Paykel,0.675,Microwave Oven
SM903BSA,Summit,0.677,Microwave Oven
DOM16A2SSDB,Danby,0.679,Microwave Oven
JVM2165SMSS,GE,0.679,Microwave Oven
JVM2160DMBB,GE,0.679,Microwave Oven
JVM2162SMSS,GE,0.679,Microwave Oven
JVM2165SMSS,GE,0.679,Microwave Oven
JVM2162SMSS,GE,0.679,Microwave Oven
JVM2160DMWW,GE,0.679,Microwave Oven
JVM2160DMBB,GE,0.679,Microwave Oven
JVM2160DMWW,GE,0.679,Microwave Oven
MDR245SS,Summit,0.68,Microwave Oven
NN-ST77LS,Panasonic,0.68,Microwave Oven
NN-ST75LW,Panasonic,0.68,Microwave Oven
NN-ST75LB,Panasonic,0.68,Microwave Oven
NN-ST74LS,Panasonic,0.68,Microwave Oven
NN-SD78LS,Panasonic,0.68,Microwave Oven
MO7103SST,Avanti,0.685,Microwave Oven
MO7191TW,Avanti,0.685,Microwave Oven
MO7192TB,Avanti,0.685,Microwave Oven
NNSC669S,Panasonic,0.685,Microwave Oven
NNSC688S,Panasonic,0.685,Microwave Oven
NNSC678S,Panasonic,0.685,Microwave Oven
NNSC678C,Panasonic,0.685,Microwave Oven
MT16K3S,Avanti,0.688,Microwave Oven
MC17T8000(+U),Samsung,0.69,Microwave Oven
MC17T8000**,Samsung,0.69,Microwave Oven
CHM009,Commercial Chef,0.7,Microwave Oven
CHCM11100B,Commercial Chef,0.7,Microwave Oven
CHCM11100W,Commercial Chef,0.7,Microwave Oven
SM903BSA1,Summit,0.7,Microwave Oven
GSWWD13S1S11,Galanz,0.7,Microwave Oven
BMP251710,Gaggenau,0.7,Microwave Oven
BM450710,Gaggenau,0.7,Microwave Oven
BM451710,Gaggenau,0.7,Microwave Oven
BM484710,Gaggenau,0.7,Microwave Oven
BM485710,Gaggenau,0.7,Microwave Oven
BMP250710,Gaggenau,0.7,Microwave Oven
NN-CD87KS,Panasonic,0.7,Microwave Oven
LMC1575##,LG,0.71,Microwave Oven
WKMWW3048,Westinghouse,0.71,Microwave Oven
MSCN1590#,LG,0.71,Microwave Oven
MHOTR24SS,Summit,0.734,Microwave Oven
MC17J8100CS,Samsung,0.741,Microwave Oven
ME21*9900AS,Samsung,0.749,Microwave Oven
ME21*707MJT,Samsung,0.749,Microwave Oven
ME21*707***,Samsung,0.749,Microwave Oven
905.427.05,Ikea,0.756,Microwave Oven
705.427.06,Ikea,0.756,Microwave Oven
CFCM1134LW,Frigidaire,0.757,Microwave Oven
KOR-1N1XB,Daewoo,0.757,Microwave Oven
CFCM1134LB,Frigidaire,0.757,Microwave Oven
ME16*4021(+U),Samsung,0.758,Microwave Oven
ME19A7041(+U),Samsung,0.758,Microwave Oven
ME16*3000**,Samsung,0.758,Microwave Oven
ME16*4021**,Samsung,0.758,Microwave Oven
ME17*7011**,Samsung,0.758,Microwave Oven
ME17*7021**,Samsung,0.758,Microwave Oven
ME16K3010**,Samsung,0.758,Microwave Oven
ME21*705***,Samsung,0.758,Microwave Oven
ME16K3010(+U),Samsung,0.758,Microwave Oven
ME16*3000(+U),Samsung,0.758,Microwave Oven
ME16*702(+U),Samsung,0.758,Microwave Oven
ME17*7011(+U),Samsung,0.758,Microwave Oven
ME17*7021(+U),Samsung,0.758,Microwave Oven
ME16*702**,Samsung,0.758,Microwave Oven
LMV1852S#,LG,0.77,Microwave Oven
NNSD965S,Panasonic,0.78,Microwave Oven
NNST966B,Panasonic,0.78,Microwave Oven
NNST975S,Panasonic,0.78,Microwave Oven
NNST966W,Panasonic,0.78,Microwave Oven
NNSE996S,Panasonic,0.78,Microwave Oven
NNSE995S,Panasonic,0.78,Microwave Oven
NNSD986S,Panasonic,0.78,Microwave Oven
WMC11009A**,Whirlpool,0.781,Microwave Oven
WLCMYX09S2-09,Willz,0.781,Microwave Oven
043-7039-6,Vida,0.781,Microwave Oven
CM-0991ST,Impecca,0.781,Microwave Oven
CM-0991W,Impecca,0.781,Microwave Oven
CM-0991K,Impecca,0.781,Microwave Oven
043-2359-4,Master Chef,0.781,Microwave Oven
NNST99JS,Panasonic,0.79,Microwave Oven
NNST96JS,Panasonic,0.79,Microwave Oven
CHM660B,Commercial Chef,0.8,Microwave Oven
CHM660W,Commercial Chef,0.8,Microwave Oven
CHMH900B6C,Commercial Chef,0.8,Microwave Oven
CHCM11100SSB,Commercial Chef,0.8,Microwave Oven
CHM14110B6C,Commercial Chef,0.8,Microwave Oven
VSOMJK12S2SW-10,Vissani,0.8,Microwave Oven
CHM14110S6C,Commercial Chef,0.8,Microwave Oven
CHM16100B6C,Commercial Chef,0.8,Microwave Oven
CHM16100W6C,Commercial Chef,0.8,Microwave Oven
CHM16100S6C,Commercial Chef,0.8,Microwave Oven
NNCF876S,Panasonic,0.8,Microwave Oven
CHM14110W6C,Commercial Chef,0.8,Microwave Oven
EMBS2411AB,Electrolux,0.85,Microwave Oven
SKSMC2401#,Signature Kitchen Suite,0.85,Microwave Oven
LMC2075##,LG,0.85,Microwave Oven
NNSC73LS,Panasonic,0.85,Microwave Oven
ME21K7010**,Samsung,0.859,Microwave Oven
ME21K7010(+U),Samsung,0.859,Microwave Oven
LMC0975###,LG,0.86,Microwave Oven
LMC0975##,LG,0.86,Microwave Oven
GSWWD14S2S11,Galanz,0.869,Microwave Oven
JE1140STC,GE,0.878,Microwave Oven
JE1140STC,GE,0.878,Microwave Oven
LMV2257S#,LG,0.88,Microwave Oven
LMV2257B#,LG,0.88,Microwave Oven
LMV2055S#,LG,0.88,Microwave Oven
NNST663S,Panasonic,0.88,Microwave Oven
NNST676S,Panasonic,0.88,Microwave Oven
NNSD671S,Panasonic,0.88,Microwave Oven
NN-ST681S,Panasonic,0.88,Microwave Oven
LMV2053S#,LG,0.88,Microwave Oven
DDMW1060BSS-6,Danby Designer,0.9,Microwave Oven
DDMW1061BSS-6,Danby Designer,0.9,Microwave Oven
DDMW007501G1,Danby Designer,0.9,Microwave Oven
DDMW01440BG1,Danby Designer,0.9,Microwave Oven
DDMW01440WG1,Danby Designer,0.9,Microwave Oven
DOM014401G1,Danby,0.9,Microwave Oven
NNDS58HB,Panasonic,0.9,Microwave Oven
DBMW009201M1,Danby,0.9,Microwave Oven
DBMW0720ABD,Danby,0.9,Microwave Oven
DBMW0720AWD,Danby,0.9,Microwave Oven
DBMW0720ASD,Danby,0.9,Microwave Oven
DDMW014401G1,Danby Designer,0.9,Microwave Oven
JES1145BTC,GE,0.911,Microwave Oven
JES1140STC,GE,0.911,Microwave Oven
JES1145BTC,GE,0.911,Microwave Oven
JES1145WTC,GE,0.911,Microwave Oven
JES1145WTC,GE,0.911,Microwave Oven
JES1140STC,GE,0.911,Microwave Oven
GMDC1060SS,Crosely Group,0.914,Microwave Oven
GMDC1060SW,Crosely Group,0.914,Microwave Oven
KOT-1G4U9B,Daewoo,0.914,Microwave Oven
GMDC1060SB,Crosely Group,0.914,Microwave Oven
MCO160UBF,Magic Chef,0.914,Microwave Oven
MCO160UWF,Magic Chef,0.914,Microwave Oven
MCO165SF,Magic Chef,0.914,Microwave Oven
KOT-1G1A9B,Daewoo,0.914,Microwave Oven
KOT-1G0A9B,Daewoo,0.914,Microwave Oven
GTWHG09BKA09,Galanz,0.919,Microwave Oven
NNSE284B,Panasonic,0.92,Microwave Oven
NNSE284S,Panasonic,0.92,Microwave Oven
NN-ST27HW,Panasonic,0.92,Microwave Oven
NN-SD291S,Panasonic,0.92,Microwave Oven
NN-SE284W,Panasonic,0.92,Microwave Oven
NNST27HB,Panasonic,0.92,Microwave Oven
MVEM1825#,LG,0.94,Microwave Oven
LMC2055##,LG,0.98,Microwave Oven
AC028A2CA,Black & Decker,1,Microwave Oven
CMW-70C,Cuisinart,1,Microwave Oven
BWMDR24100SS,Blomberg,1,Microwave Oven
R-1214T*,Sharp,1,Microwave Oven
KB-6524*,Sharp,1,Microwave Oven
KB-6525*,Sharp,1,Microwave Oven
SMD2470*,Sharp,1,Microwave Oven
SMD3070*,Sharp,1,Microwave Oven
SMD2477ASC*,Sharp,1,Microwave Oven
SMD-3077ASC*,Sharp,1,Microwave Oven
R-1514T*,Sharp,1,Microwave Oven
SMC1585*,Sharp,1,Microwave Oven
SMD2480CS,Sharp,1,Microwave Oven
SMD2443JSC,Sharp,1,Microwave Oven
YAMV2307PFW,Amana,1,Microwave Oven
YAMV2307PFS,Amana,1,Microwave Oven
RNMD30*,Dacor,1,Microwave Oven
RNMD24*,Dacor,1,Microwave Oven
DMW2420**,Dacor,1,Microwave Oven
DCM24S*,Dacor,1,Microwave Oven
DMR30M977**,Dacor,1,Microwave Oven
DMR24M977**,Dacor,1,Microwave Oven
FFMV1846VSA,Frigidaire,1,Microwave Oven
FFMV1846VWA,Frigidaire,1,Microwave Oven
FFMV1846VBA,Frigidaire,1,Microwave Oven
FFMV1846VDA,Frigidaire,1,Microwave Oven
LFMV1846VF,Frigidaire,1,Microwave Oven
FMBS2227ABA,Frigidaire,1,Microwave Oven
CFMV1645TS,Frigidaire,1,Microwave Oven
CFMV1645TB,Frigidaire,1,Microwave Oven
CFMV1645TW,Frigidaire,1,Microwave Oven
CFMV1645TD,Frigidaire,1,Microwave Oven
FMOW1852ASA,Frigidaire,1,Microwave Oven
JMC3415E**,Jenn-Air,1,Microwave Oven
JMDFS24GS*,Jenn-Air,1,Microwave Oven
JMDFS24HM*,Jenn-Air,1,Microwave Oven
JMDFS30HL*,Jenn-Air,1,Microwave Oven
JMDFS30HM*,Jenn-Air,1,Microwave Oven
JMDFS24JL,Jenn-Air,1,Microwave Oven
HMM1110B1F,Magic Chef,1,Microwave Oven
HMM1110BF,Magic Chef,1,Microwave Oven
HMM1110STF,Magic Chef,1,Microwave Oven
HMM1110W1F,Magic Chef,1,Microwave Oven
HMM1110WF,Magic Chef,1,Microwave Oven
MCO1610BF,Magic Chef,1,Microwave Oven
MCO1610WF,Magic Chef,1,Microwave Oven
YMMV1174FZ,Maytag,1,Microwave Oven
YMMV4207JB,Maytag,1,Microwave Oven
YMMV4207JW,Maytag,1,Microwave Oven
YMMV4207JZ,Maytag,1,Microwave Oven
YMMV1175JZ,Maytag,1,Microwave Oven
YMMV4206FB,Maytag,1,Microwave Oven
YMMV4206FW,Maytag,1,Microwave Oven
YMMV4206FZ,Maytag,1,Microwave Oven
YMMMF6030P**,Maytag,1,Microwave Oven
YMMMF6030PZ,Maytag,1,Microwave Oven
VMOD5240SS,Viking,1,Microwave Oven
VMOC506**,Viking,1,Microwave Oven
VMOC206***,Viking,1,Microwave Oven
VMOS201**,Viking,1,Microwave Oven
RVM320*,Viking,1,Microwave Oven
VMOS501**,Viking,1,Microwave Oven
VMOR506**,Viking,1,Microwave Oven
YWML35011KW,Whirlpool,1,Microwave Oven
YWML35011KB,Whirlpool,1,Microwave Oven
YWML35011KS,Whirlpool,1,Microwave Oven
YWMT50011K**,Whirlpool,1,Microwave Oven
YWMT50011KS,Whirlpool,1,Microwave Oven
YWMH31017HW,Whirlpool,1,Microwave Oven
YWMH31017HB,Whirlpool,1,Microwave Oven
YWMH31017HZ,Whirlpool,1,Microwave Oven
YWMH31017HS,Whirlpool,1,Microwave Oven
YWML55011HW,Whirlpool,1,Microwave Oven
YWML55011HB,Whirlpool,1,Microwave Oven
YWML55011HS,Whirlpool,1,Microwave Oven
YWML75011HW,Whirlpool,1,Microwave Oven
YWML75011HB,Whirlpool,1,Microwave Oven
YWML75011HZ,Whirlpool,1,Microwave Oven
YWML75011HV,Whirlpool,1,Microwave Oven
YWML75011HN,Whirlpool,1,Microwave Oven
YWMH75021HZ,Whirlpool,1,Microwave Oven
YWMH75021HV,Whirlpool,1,Microwave Oven
YWMH54521JV,Whirlpool,1,Microwave Oven
